sentiment,airline,text
negative,Southwest,@SouthwestAir almost an hour on hold for swa is inexcusable #hiremorepeople
negative,US Airways,@USAirways I do but the real ? Is why your staff can behave offensively. Flight 699. Please look into it. Message me if you want particulars
positive,United,@united thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines
neutral,Southwest,"@SouthwestAir it is working on a different device, though. Any help is appreciated."
negative,United,@united i have talked to them...on standby for tomorrow but it doesn't look good. May have to stay here till Friday &amp; that's not guaranteed
positive,Southwest,@SouthwestAir finally got through. Thanks!
positive,United,@united OMG THANK U😻😻😻
negative,Delta,@JetBlue how come you're responding to everyone else and not me #wtf
positive,Delta,"@JetBlue thx, social media person!"
neutral,Delta,@JetBlue Anywhere warm cause its freezing in NYC
negative,United,@united one hour after departure time and still no update!
negative,American,.@AmericanAir cover a rental car or refund our ticket? - I'll gladly drive 10 hrs home than be stuck here till Tues!
negative,American,@AmericanAir umm unexpected?? Unexpected meaning you guys didn't know you had a major staff shortage ??
negative,US Airways,@USAirways stuck in Charlotte being treated like a nobody by staff.
negative,Southwest,@SouthwestAir where your airline people screwed up our boarding passes on the way back from puerto Vallarta. This is horrible and we are
neutral,United,@united. It's not my first time flying to the US. I have medical info. Looking for practical like my adapted seat cushion allowed on?
neutral,United,@united same day flights
negative,American,@AmericanAir rented van drove 250 miles with 6 strangers.  Arrived home 6:00am. No offers of help from AA. http://t.co/BTTGmyN0A0
neutral,United,@united WHy is my KTN not showing on my boarding?  Why is TSA pre-check not applying to my boarding pass?
negative,United,@united Agent in LAS letting 20 customers know they can't help them rebook delayed flight to DEN #unfriendlyskies http://t.co/QuzVmK2rTR
positive,Southwest,@SouthwestAir Sent. Thanks VP!
neutral,Delta,@JetBlue can you DM?
positive,US Airways,"@USAirways I wasnt  flying your airline tonight, however a friend was and I was present for her help. I flying United and they could learn."
negative,United,"@united playing hide and seek with the gate. ""We can't find it, it should only be a few more minutes."""
positive,United,@united Leaving soon. Thanks!
positive,Delta,@JetBlue got it. Thanks
negative,United,@united 50 minute wait...still at the gate with a broken jetway. Might miss connection
negative,American,@AmericanAir I Cancelled Flighted my flight. I really don’t need this much trouble.
neutral,US Airways,@USAirways how's us 1797 looking today?
negative,United,"@united sitting on the runway in Newark, they won't let the plane to a gate. My connection boards in 1 minute. @united hates us all."
negative,American,"@AmericanAir confused at the definition of a ""preferred seat."" I paid extra for one and got a regular seat with no legroom. Unimpressed."
neutral,Virgin America,@VirginAmerica shares rise on Q4 financial results - USA TODAY http://t.co/lFS4PEFE6y
negative,United,@united @DelonGerry ual sucks
negative,US Airways,@USAirways so how about some help with suggested time I could call to avoid such long wait time
negative,United,"@united tried other flight options as per weblink, non available for next 2 days, frustrating #notgoodenough #poorservice"
neutral,United,"@united volumes, profit up http://t.co/pKfI9bTtzf #aviation #aircargo http://t.co/BBj6kMTYUl"
negative,US Airways,@USAirways I am in meetings in California and have no luggage!!
negative,United,@united we are sitting on the runway for 2 hours! It is ridiculous!!
negative,United,"@united also during the run I was instructed to do, I shattered my computer. http://t.co/oAflfr7WXB"
neutral,Delta,"@JetBlue Indeed. I don't know what's going on in Pittsburgh that weekend, but, it's drawing a crowd via JetBlue!"
negative,United,"@united oh no, I'm rebooked, 7+ hours after my original arrival time. We can talk compensation."
negative,US Airways,"@USAirways Flight Cancelled Flightled due to ""weather conditions"" in arrival city. Uh...I don't think so."
positive,Southwest,@SouthwestAir great day in the air. http://t.co/YNc2ZUt4zz
negative,US Airways,@USAirways pretty upset I drove from Philly to MHtT still no info on my bags. What's the deal!
positive,Southwest,"@SouthwestAir though I work for another major airline,  I LOVE your Black history month commercial. I Thank you."
negative,US Airways,@USAirways I have been I hold for 40 min. My 5:50 flight just got Cancelled Flightled and rescheduled for Monday. This is unacceptable!
neutral,US Airways,@USAirways @AmericanAir trying to chg ticket for staff member leaving org before she can fly.We're a nonprofit-can't you make an exception?
negative,Southwest,@SouthwestAir Been on hold for over an hour - any chance someone can help me on here?
negative,Delta,@JetBlue flight for tomorrow morning Cancelled Flighted &amp; can't seem to rebook me. They can't even get me a seat. No clear answer on why Cancelled Flighted.
negative,Southwest,@SouthwestAir been on hold for over an hour to speak to a customer service rep. What the heck?? #Southwest #customerservice
negative,American,@AmericanAir I understand the weather issue but you can't expect passengers to wait 24 hours inside airports for whatever reason. Outrageous
positive,Virgin America,"@VirginAmerica, the only airline based in Silicon Valley! #disruption #FCmostinnovative #incubator  @FastCompany's http://t.co/wU3LbCNcr9"
negative,Delta,@JetBlue why do you have every channel but @ABCNetwork How are @kgonzales89 and I supposed to watch Scandal? But free FlyFi is sweet!
negative,United,@united I am calling to check on a future flight and your first agent hung up and now you sent me to the pet travel line!! This is HELL!!
positive,Virgin America,@VirginAmerica I was so glad it was mentioned. I took my first virgin flight a few years back and it was a transformative experience.
neutral,Southwest,@SouthwestAir my flight continues through to Vegas after my stop. Don't be upset if a stowaway.
positive,United,@United WiFi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and Late Flightncy) to recent @GoGo experiences.
negative,American,"@AmericanAir agents refuse to help, ""too busy"" &amp; need to call advantage#. NO ONE willing to help and apparently being exec plat means ZERO"
neutral,United,@united 129 thousand fans of @JedediahBila are asking you to give her your utmost effort to get her a safe flight with her baggage soon!
negative,American,@AmericanAir but they refused to unload our luggage so we're stuck in below freezing weather w/o our cold weather clothes.
neutral,US Airways,@USAirways any chance of making #561?
neutral,United,@united there are at least 3 of us on UA1564 at ORD waiting to deplane to catch UA4232 to CLT. Any chance of waiting to last second for us?
negative,United,@united the wait time for a baggage question is 60 minutes that's crazy is there a limit to the amount of bags I can bring internationally
negative,American,"@AmericanAir Thx, someone picked up after 45 minutes"
neutral,American,"@AmericanAir Hi, I have my name, email, and AAdvantage #, but website won't let me reset password. Can we troubleshoot together? Thanks!"
negative,American,"@AmericanAir 45min wait to get de-iced in Tulsa.Not good service.Looks like everyone will miss connections, not due to weather. Fight is on"
neutral,American,@AmericanAir we have 8 ppl so we need 2 know how many seats are on the next flight. Plz put us on standby for 4 people on the next flight?
negative,US Airways,@USAirways are people going to answer our calls?
negative,American,@AmericanAir I'm at the airport right now and your people didn't know how to react and help me with this situation. Very frustrated.
neutral,United,@united I believe you have to follow me in order for me send you a DM
neutral,US Airways,@USAirways download jeokoo the American app for air travelers
negative,Delta,@JetBlue it's poop and barely works
positive,US Airways,“@USAirways: @hegshmeg O” thank you for that elaborate response
neutral,US Airways,@usairways can I get assistance on flight #611? Plane just landed from HPN and I have a connection to ATL.
negative,Southwest,"@SouthwestAir flight Cancelled Flightled, stuck for 3 days. Paid for ""A"" boarding. Refused to honor it with rescheduled flight"
negative,US Airways,@USAirways @SeanVRose Sean - keep in mind if you call...plan on being on hold for 3+ hours
neutral,Delta,@JetBlue Flight I want to book was $320 one day; went to purchase next day &amp; price doubled to $737. Inquiring on chance it may go down?
positive,Delta,@JetBlue that is great. But once it gets to Buffalo will it be able to leave and get to JFK? Or there's issues still at Buffalo airport?
negative,United,@united has once again let me down. Don't think I've ever flown with them and not had problems. Worst airline period.
negative,Southwest,@SouthwestAir can't DM you without you following me...
neutral,United,@united I would love if someone could get me back to Austin tonight and I do not wish to wait til tomorrow morning.
positive,Delta,@JetBlue you got yourselves hot ladies flying the air for life #loyal
neutral,Delta,@JetBlue client is asking if kids need their own email addresses to get TB acct. Is this true?
positive,Southwest,@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group
neutral,Delta,"@JetBlue So anything found while cleaning the plane in DC would be at the baggage office, even something small?"
positive,Delta,@JetBlue I would go anywhere JetBlue goes.
negative,US Airways,@USAirways phone support rebooked but orig flt was Late Flight. Made it!
negative,United,@united Why isn't the flight status updated to delayed UA1532 no board
positive,US Airways,@USAirways Best GAgent in a long time - Danny B. for US628 DFW-CLT. Appreciated how up to date he kept us during irrops. Super professional!
negative,US Airways,@USAirways how do you get your aa frequent flyer number to appear in a USAir reservation?? Frustrating
negative,United,@united I was denied getting on the plane w/o getting the chance to prove it fits. I'm not a rookie. Read my bio.
neutral,Delta,Really ? 😑“@JetBlue: Our fleet's on fleek. http://t.co/V5QWkYXSW6”
negative,Southwest,@SouthwestAir what's up with these delays?! Throw some priority boarding my way &amp; I'll forgive you!! 👍 #southwest #southwestairlines
negative,Delta,I hate you all. RT @JetBlue: Our fleet's on fleek. http://t.co/uTdfqF5WPA
negative,United,@united well that's big of you but I don't have terribly high expectations at this point.
negative,American,"@AmericanAir that's interesting-Agent told me so. Sadly, another booked passenger didn't make it to gate by push back so I made it on."
negative,Delta,@JetBlue we've been on the runway for over an hour. Now the water pressure is low and taxiing back for maintenance. #1572
negative,United,@united not for me.  I am on another Ua flight 2 gates down that was held 15 mins for cnx pax.
negative,US Airways,@USAirways don't think you guys could mess things up any more.. Never flying with you again!
negative,American,@americanair anxious to see how you all care for customers you’ve inconvenienced #Cancelled Flightledflight
negative,American,@AmericanAir Bad weather happens. But not being able to get through to a reservations rep for over 6 hours is just crazy. #frustrated
neutral,Delta,@JetBlue I have a reservation for tomorrow morning but trying to get back 2 night bc other flight was going to jfk. Can I get on list at CTG
positive,Southwest,@SouthwestAir Thanks for the info! Have a good day.
negative,US Airways,@USAirways the jetway because he felt I was disrespectful. I have never been treated this way particularly when I was trying to be a good c
positive,United,@united Thank you. Any help is appreciated.
neutral,Delta,@JetBlue he's sch for 530 tmw on AA. would love to find him an earlier one with yall if possible. He's in FLL
negative,Delta,"@jetblue - WTF, stuck at JFK for 2+ hrs in a delay to Boston cuz u say snow.  No snow on weather map!!!  WTF!!!"
negative,United,@united I paid for economy plus and you put me in the last boarding group so I have to gate check my bags too? @VirginAmerica knows better..
negative,American,@americanair why am I not being given a callback option??! Why has this service been turned off?
neutral,Southwest,@SouthwestAir yes can do
positive,Delta,@JetBlue where's my selfie?
negative,US Airways,"@usairways That is appreciated.  However, the system tells you call back Late Flightr then ends the call.  No need to reply, thanks."
negative,United,@united Thanks for the lack of help and the canned response from the 1K desk!
neutral,US Airways,@USAirways JUST LANDED flight 545. Any chance of making flight 5530 Phoenix to AUS
negative,United,@united your Airbus a320 seats are awful. They don't recline.
negative,US Airways,@USAirways sits on a throne of lies
negative,Virgin America,@VirginAmerica Thanks for making my flight from LAX to JFK a nightmare by forcing me to check my carry on bag at the gate. (1)
negative,Southwest,@SouthwestAir When will the flight resume? I don's see it in the open schedule. :/
negative,American,@AmericanAir extra night we have to stay in San Juan now. How can I check on that?
negative,United,@united Case ID 8544484
negative,American,@AmericanAir How are you going to compensate all of whose days/plans have been ruined because of the AA3490 delay/pending Cancelled Flightlation?
negative,United,@united delayed going home AGAIN. Getting really tired of delays.
neutral,Delta,@JetBlue Using JetBlue miles?
positive,American,"@AmericanAir - yep , they've been good.  Now can you make that 1535 flight to mci wait just a tick....😃"
neutral,United,@united What is the policy behind changing passengers' seating assignments at the gate?
neutral,United,@united What delivery service do you use? I'd like to call them myself.
negative,United,"@united thank you for leaving my bag in houston! despite what your system says, i was definitely on the flight!"
neutral,Virgin America,@VirginAmerica achieves a second year of profitability despite revenue pressure ... - @CAPA_Aviation http://t.co/zSuZTNAIJq
negative,United,@united You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins
negative,Delta,@JetBlue the free wifi makes up for the television not working... It's staticy #ithelpsabit
negative,United,@united So what do you offer now that my flight was Cancelled Flighted and I'm stranded away from home and work?
negative,Delta,@jetblue Vegas desk said JFK connect would b held 4 us and 26 others on our plane now staff at JFK says weather was problem. #epicfail
positive,United,@united is #ELP Friendly. #flyerfriendly #united #emb145 #elpaso http://t.co/9mEOzBO4xl
negative,American,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed
negative,American,@AmericanAir I understand you are busy but I have still gotten no answer. I need to get home and you guys have not helped at all
neutral,Virgin America,@VirginAmerica brought it all the way across the country today I see http://t.co/TKaUyGcPmS
negative,American,@AmericanAir face palm!!! Cannot believe the last 24 hrs 1.5 hrs of sleep and No and no and what you can't do......
neutral,American,@AmericanAir could you guys follow me so I can dm yall please
neutral,Southwest,"@SouthwestAir I had to travel to Savannah, GA, once again, on an airline I don't ""Luv"". When r u going to fly me to Savannah? Pleeeease!!!!"
negative,US Airways,@USAirways PLEASE HELP need our plane to wait to go to #ELMIRA on Tarmac over an hr baggage took 45 and still not here thru customs
positive,Southwest,@SouthwestAir Finally! Integration w/ passbook is a great Valentine gift - better then chocoLate Flight. You do heart me.
negative,US Airways,@USAirways - 53 minutes on hold for a reservation?
negative,United,@united just because you are a monopoly in @flySFO doesn't mean you treat your frequent fliers like crap.
negative,United,@united - #epicfail from a former gate agent in PIA!  He walked away and quit! Luckily a responsible PIA agent saved the day!
neutral,Southwest,@SouthwestAir should offer cdn border towns incentive to fly since exchange rates are #hurt. #customerappreciation #gaincustomers #keepem2
negative,United,@united On last flight of the day no less. I am now driving 4 hours to Aspen thru a snowstorm Thx to your teams lack of customer empathy
negative,United,@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing
negative,American,@AmericanAir @ShannonBloom Where's my DM? Where's my voucher? Who's paying my $70 cab and my $50 car back to JFK tomorrow?
neutral,Delta,*On the brink of bankruptcy. “@JetBlue: Our fleet's on fleek. http://t.co/01ldxn3QqQ”
negative,United,@united  Serious firing needs to happen at HNL. They broke the wheelchair you loaned me after you broke mine! http://t.co/bT37KyrByJ
negative,United,"@SouthwestAir doesn't charge ticket change fees. Do they not incur the same mysterious ""costs"" that you incur, @united?"
positive,Delta,"@JetBlue wow, keeping up with the times..."
negative,United,@united of course I would like hepl! Are you kidding me? That's the ONLY reason I've been on hold for the past 5 hours!
neutral,American,@AmericanAir I am dealing with the reFlight Booking Problems agent in the Miami airport now
negative,Virgin America,@VirginAmerica Just DM'd. Same issue persisting.
negative,United,@united Where are my bags!!!  They weren't in LAX like your promised.  9 out of 10 things today were a mess today because of you.
negative,United,@united @RobBogart After I waited hours in the airport being told one fib after the other. Why can't UAL be honest with its customers?
negative,US Airways,"@USAirways worst service at Reagan Int. I rarely post about a company or service, but I am so annoyed. Not weather reLate Flightd…incompetence."
negative,United,@united thanks for your attention. I would actually like to make a specific complaint about customer service at DCA. What is my best option?
negative,Delta,"FYI, @JetBlue: The last email response - ""we undrstnd this wasnt best 4 you"" -but hope 2 wlcm u back onbrd N the future...   nice touch. lol"
negative,Southwest,"@SouthwestAir app error - says click here, can't click not hyperlinked http://t.co/IH5w9nfKz2"
negative,US Airways,@USAirways had mom sit for 3 hours waiting for a flight they ultimately Cancelled Flighted to give her a Tuesday morning flight...no compensation. Ugh
neutral,Southwest,"@SouthwestAir $192 rndtrp 4/30-5/5 ""@DJQ_KC: RT @djimpact: If you're trying to make travel reservations for Vegas on May 2nd it's too Late Flight"""
neutral,Delta,"@JetBlue I have someone driving me, it's best to get a wheelchair once I get inside?"
negative,United,"@united I'd say most of the public can't extend their vacation a week, point is why advertise multiple flights you can't honor?"
neutral,Southwest,@SouthwestAir @love_dragonss LAUREN HoLY SHT
neutral,American,"@AmericanAir Hi guys, can you tell me what the emergency is for #AA65 diverting to #Heathrow from Zurich-New York? Thanks, John."
negative,United,@united ...and when that doesn't work...
positive,American,"Thank you, @AmericanAir! Much appreciated."
neutral,United,@united Did you find out where it is? Thanks
negative,United,@united 3 hour 45 min delay so far..... Would love to round to 4 hours to just go to bed!
negative,Delta,@JetBlue You already Cancelled Flightled the one b4 us to DCA
neutral,American,@AmericanAir When will the old 777-200 fly ORD-PVG get upgraded?
negative,American,@AmericanAir How do I place it on hold and complete payment? I don't see any way to do that from my reservations page.
positive,US Airways,@USAirways I appreciate your prompt response.
negative,US Airways,@USAirways US 728 stated their issues as: no one around to close said door. More strange. Now we're not hearing from pilot for long periods.
negative,American,@AmericanAir how about some rampers at gate b40 dfw?   Waiting to be marshaled in
neutral,Delta,"@JetBlue Have a cup coffee and relax while you check out the New Deals and Promotions at Avon, twice a month at Doug @dcoadavon"
negative,Southwest,"@SouthwestAir We did not get a single answer from any Southwest personnel. After an hour's wait. No apologies, no explanation."
neutral,American,"@AmericanAir Embassy Suites
13341 Woodland Park Drive
Herndon, Virginia, 20171 
US 
+1-703-464-0200"
neutral,American,@AmericanAir can I send you my trusted traveler ID to add to my reservation for tsa pre?
negative,Southwest,@SouthwestAir Your hold music needs 2 be fixed:certain tracks have loud phone button mashing tones in them.Estimated wait time would help 2.
negative,Delta,"@JetBlue is JFK still closed? Tryna get out of Ft Lauderdale on flight 502, just want to get home to nyc!"
negative,United,@united I sent you a DM as requested but have not heard anything. Can you address the issue I brought up in my DM and explain what happened?
positive,US Airways,"@USAirways - love the changes in the lounge - cheese, veggies, olives in addition to the crackers and snack mix,"
positive,US Airways,"@USAirways Waiting on my flight right now, thanks!!"
negative,United,@united would be hard to be worse than last time but I'm sure you'll give it a shot
neutral,Southwest,@SouthwestAir I'm Flight Booking Problems a flight to Vegas. Any good promo codes??
neutral,American,@AmericanAir can you help me update a birthday that was incorrectly input in a reservation? This is preventing me from checking in
neutral,Virgin America,@VirginAmerica trying to add my boy Prince to my ressie. SF this Thursday @VirginAmerica from LAX http://t.co/GsB2J3c4gM
negative,United,@United  My bag is still in Colo Springs. I am disabled and have to search an unfamiliar airport and look for my bag. Not a good outcome
negative,Southwest,@SouthwestAir but when do I get my gin &amp; tonic !?!?
negative,United,@united A measly $50 e-certificate is not how you appreciate loyal customers after they wait 3hrs on the tarmac during UA1116. #unacceptable
negative,American,@AmericanAir the most stressful morning and still had to pay to check a bag. LAX is a madhouse with a lot of angry customers. Yikes
neutral,American,@AmericanAir These birds could fly to South America for example #Argentina
negative,United,"@united help me, united! I paid for economy plus on a flight that was changed BC of delay. Will I be automatically refunded?"
negative,Southwest,"@SouthwestAir  appreciate y'all getting the gate issue figured GRR. Plenty open gates, yet we sit and wait on tarmac"
negative,United,@united My flight was Cancelled Flighted and I'm needing some help reFlight Booking Problems.
negative,American,@AmericanAir Funny you should say that. I have been monitoring since January 1st. No change in availability. #fakeawards #LUVisbetter
negative,US Airways,@USAirways 2 days in a row I call and still can't get anyone on the phone. Do you actually have any employees?
negative,US Airways,"@USAirways new tag line ""but we got you there alive!"""
negative,American,"@AmericanAir @sa_craig no gate agent, and only 3 PA updates for 3 hours, hinted at abandonment. horrible experience for all passengers."
neutral,Delta,@JetBlue look what I capture at Uvf http://t.co/Lj2ZXZN8kG
positive,Delta,@JetBlue had a great flight to Orlando from Hartford a few weeks ago! Was great to get out on time and arrive early!
negative,American,"@AmericanAir called last night, after 10hrs got call back, can I get a one day pass to admirals club? I'm going to be spending 7hrs in DFW"
neutral,Virgin America,@VirginAmerica Can you find us a flt out of LAX that is sooner than midnight on Monday? That would be great customer service 😃
negative,Southwest,@SouthwestAir grouchy about this flight 636 #complimentarybeveragesneeded
neutral,Southwest,@SouthwestAir I am just wondering when are you going to open up fares for November?
negative,Delta,@JetBlue I hope your system wasn't hacked cause someone else's passport info was on my reservation &amp; I couldn't get my boarding pass
negative,American,@AmericanAir why arent callings going thru it doesnt have me wait or anything and automated stuff is messed up
negative,Southwest,@SouthwestAir Almost 2 hours on hold now. I just need to Cancelled Flight a flight and get a refund. Other airlines are operating!
negative,American,@AmericanAir my bag is still in Miami and cannot be located?! How do you loose a bag like that? With a tag and everything?? (2)
positive,American,@AmericanAir Thank you
negative,Delta,@JetBlue a 5 year old can't sit alone on a flight. This is absurd. And this guy is a dick. #jetblue http://t.co/2HXsDP0ha4
negative,American,@AmericanAir has no idea what they're doing. Delay 1 flight from 5pm to 7:40pm then delay another TO THE SAME DESTINATION  @ THE SAME TIME.
neutral,American,"@AmericanAir would like to talk to someone, please follow."
negative,US Airways,@USAirways : its just a very bad customer service experience// can you help
neutral,United,@united that's of course in lax
negative,United,@united will lose my bag but won't give me free pretzels #frauds
neutral,American,@AmericanAir are you expecting flights out of DFW to be Cancelled Flightled tomorrow AM and afternoon?
negative,United,"@united you're missin the point! There was no ""weather"". You're lying! Seats was broken. But u claim ""weather"" to get out of hotels. Classy"
negative,United,"@united agent, ""You should use the bathroom before boarding.. Toilets onboard are full."" Oh you can expected a strongly worded email FUnited"
negative,United,".@united You may ""dislike delays"" but I paid you .We had an agreement that I paid you and you got me to my destination at a certain time."
positive,United,"@united sweet, follow back and I'll get the dm off"
neutral,Delta,@JetBlue ANYWHERE!! http://t.co/FeFHPmFPlE
negative,United,@united just informed you don't reimburse for issues due to weather. this is why your flights keep getting Cancelled Flightled--Thor hates you
neutral,United,@united is there an email address I can reach? Too long for a DM.
negative,American,@AmericanAir @USAirways - I'm pregnant with twins and you're going to abandon me overnight in an airport? No hotel? When it's your fault?
neutral,United,@united what's the best way to get your tickets? Print off at home or go to check in desk?
negative,US Airways,@USAirways I asked for some reimbursement something like miles added to my account and was told to call customer service
negative,US Airways,"@USAirways Best part was hearing the attendant give a voucher to person next to me for hotel at BGR. Then my guy saying ""we don't do that"""
negative,US Airways,"@USAirways of course! ""Yeah, travel has gotten harder. Ask other passengers if they will switch"" it's not the fact, it's the attitude!"
negative,American,"@AmericanAir after all, the plane didn’t land in identical or worse) conditions at GRK according to METARs."
negative,US Airways,"@USAirways never let's me down, every. Single. Flight. Gets delayed."
negative,US Airways,"@USAirways I didn't Cancelled Flight my flight, you did. Than you loved me to another flight and forgot my bags"
positive,Southwest,"@SouthwestAir nvm, gate said they're holding connections. Thanks for quick response!"
neutral,American,@AmericanAir how we looking? We going to be able to get out on time? #flight353
negative,American,"@AmericanAir, ask your new colleagues @USAirways how they handled US 728 on 21 Feb. I expect to be made whole again. Check complaint inbox."
negative,American,@AmericanAir what response? Is our flight out of Montrose Cancelled Flightled or not?
negative,United,@united its funny how none of ur tweets back are helpful what I want is to read 'ya we'll change that so our customers get better service'
positive,United,"@united Had wonderful, on time flights from OGG to MSN Lost RX eyeglasses (thick) in the Admiral Club in Chicago this morning. Found?"
negative,United,"@united on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?"
negative,United,"@united Not until tomorrow night. And the hotel voucher had higher rate than travelocity Not loving cost, but hard working staff"
neutral,Southwest,"@southwestair,  kudos to your rep ""Patricia"" at gate B11 this Sunday morning at #Chicago #Midway #MDW,… http://t.co/MmCWkqp2gy"
negative,US Airways,@USAirways will you hold #475 today for connecting passengers coming from delayed flights?
negative,United,"@united nonrefundable, hence I wrote $200! Doesn't make sense for my 150 credit. #nothanks"
neutral,Southwest,@SouthwestAir OMG OMG OMG !!! I JUST DID!!
neutral,Delta,@JetBlue How do I know if my flight was deemed a dark flight?
positive,American,@AmericanAir I would like to thank the customer service team for their response to my Cancelled Flightled flight but just offering to (cont)
negative,US Airways,@USAirways Don't tell me that. Tell me what I can actually DO to reach someone. I don't mind being put on hold but it won't even do THAT.
neutral,American,@AmericanAir what name and department does it come under? Thanks
negative,American,@AmericanAir @ti2469 oh shiz i'm only 40 minutes into my wait after the first 3 hour barrier ...unbelievable
negative,American,@AmericanAir 2nd time in 4 days that my flight has been delayed and my gate agent hasn't said anything! Thanks for the memories. #NeverAgain
positive,Southwest,@SouthwestAir I got it added thank you! :)
positive,Virgin America,@VirginAmerica How about some free drinks on the flight back for the free promo?
negative,Southwest,"@SouthwestAir It was never really ""lost"" it was put on another flight WITH my knowledge we just weren't sure what flight but I have it - TY!"
neutral,US Airways,@USAirways Thank you. But I don’t understand. What will you do with my feedback?
neutral,US Airways,@USAirways can you DM me please?
negative,American,@AmericanAir now 2 hrs! Guess I should just hang up &amp; give up on using my award miles before prices jump? Hm thanks http://t.co/LE4H2gTzXZ
neutral,Southwest,@SouthwestAir what is DM?
negative,American,@AmericanAir I have not. There's no option for even getting a call back!
neutral,United,@united [checked in + boardingpass w/no checkin bagage] guess i'm all set. :-)
neutral,American,@AmericanAir what is the status of flight 1675 tomorrow
negative,American,"@AmericanAir @USAirways and our meals are also on us, because this company does not care about their #customers. Truly disgraceful."
negative,United,@united error message said couldn't process request at the last step after seat selection on each leg. Agent was unaware of an (1 of 2)
negative,US Airways,"@USAirways worse experience. Clt to DC. Oversold by 20, lost CARRY ON luggage.Cancelled Flightled connecting flight to NYC. #flydelta"
positive,Southwest,@SouthwestAir nice work on the update!
negative,American,"@AmericanAir Right. But more than two hours Late Flight, and it seems due to poor communication, which sounded like it was annoying on-plane staff"
negative,American,@AmericanAir Same as yesterday's Cancelled Flighted flight. AA104. Your customer support is just awful!
negative,American,@AmericanAir please message me for assistance - can't get through to anyone.
negative,American,"@AmericanAir I am, called Paris office this morning again, still waiting. It is in Miami but apparently tag was ""taken off"""
neutral,Delta,@JetBlue Get me out of this 7 degree weather...here we go! #westpalmbeachbound  🌞✈️👸
negative,Delta,@JetBlue Why would you charge money to transfer points to someone?
negative,American,@AmericanAir Not even on the bag status...will take actions against this company is incredible how irresponsible are with the costumer
positive,Virgin America,@VirginAmerica wish I can afford to fly with you next Friday  going back home.. love everything  about your airline
negative,United,@United has time to respond to everyone else's complaints but not mine. You just lost a customer
positive,American,@AmericanAir Not necessary.  I am confident the excellent in-flight staff will make the appropriate report.
negative,United,@united what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business #EmployeeRelations
negative,US Airways,“@USAirways: @ch_mom Please reach out to our crewmember for assistance. Our apologies for the long wait.” #generic
negative,Southwest,@SouthwestAir huge problem with someone whose ticket was Cancelled Flighted mid trip. Can you DM?
negative,US Airways,@USAirways quit being cheap and hire some call center employees. It shouldn't take half a day to call you
negative,Delta,@JetBlue I am less concerned about the delay than I am about not being notified until I looked at the board that my flight was delayed
negative,United,@united @CheerTymeDad So I can buy tix 3 days before flight but can't transfer the tix.  Flawed security logic. Flawed customer service
negative,United,@united it would be super if you paid as much attention to actual fliers as you do to credit card holders.
negative,Southwest,"@SouthwestAir My bags are on the way to Chicago, without me! Help! I was confirmed for 2 flights and told there isn't room and I'm screwed."
positive,Southwest,@SouthwestAir Hi! I ❤️ your company and fly all the time. I was wondering if you could please share this link &amp; read! http://t.co/lO6LghPcdU
negative,United,"@united Your ""Loyalty Team"" basically flipped me off via phone, but thanks. Maybe Google ""loyalty"" and get back to me? ^LOL"
negative,United,"@united if you're going to Cancelled Flight flights today, do everyone a favor and get on it now. Don't stall the inevitable."
negative,US Airways,"@USAirways why did you Cancelled Flight flight 1773 to phl, while delta flew a flight at the same time, on time? you Cancelled Flighted for no reason"
neutral,US Airways,"@USAirways question, friend flight got Cancelled Flightled. How can he book be flight? Leaving CHS to Philly to Germany"
positive,US Airways,@USAirways ice cream up front! Solid
negative,United,@united I have sent a message with a bag tag. Have you looked?
neutral,American,@AmericanAir Do you have any sort of live chat feature? We're in the UK right now and that call would cost us alot. :(
negative,United,"@united she was at the service desk at gate 21, and helped us find a flight to get us to our dest. on time when our flight got Cancelled Flightled"
negative,United,@united As it always is. Helps to communicate to customers.
negative,American,"@AmericanAir Cool, a canned response. Nah, I think I'll keep tweeting at everyone who mentions AA on Twitter. You could DM me, though."
negative,US Airways,@USAirways Ever sit on hold and just lose track of time? http://t.co/Yqhk8LJaBN
negative,American,@AmericanAir . Death of a dear friend has me heart broken but #AmericanAirlines has me heated!
negative,United,"@united its my one and only checked bag, which is checked to edinburgh, however i am being charged randomly from dc to newark"
positive,Delta,@JetBlue thanks! Calling right now!
neutral,Virgin America,@VirginAmerica way to take advantage of #MayweatherPacquiao :)
negative,United,"@united Not to belabor my point,but shouldn't I be able to put a laptop bag above my seat?  Why is it announced to leave it for rollers? Thx"
positive,Virgin America,@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously
negative,United,@United well sitting on the ground 'on time' but waiting for a gate....again #tiredofthis
neutral,Southwest,@SouthwestAir My GF lost the promise ring I gave her on flight 2707 2/21/2015 SFO&gt;SNA. It's an infinity silver band ring. Please help!
